id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,sigma_g,noise,model,K,C,precision,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action,cost,beta
4d8c6a6fe1df,0.17,6.62,10386.8,0.0799298,  Preset timeout reached,30,30,30,0.95,2016-10-27 08:33:31,0.5,0.5,0.5,lognormal,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d866a6fe1df,0.16,6.16,10492.1,0.106937,  Preset timeout reached,30,30,30,0.95,2016-10-27 08:35:16,0.5,0.5,0.3,lognormal,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d6a6fe1df,0.12,7,10592.1,0.211406,  Preset timeout reached,30,30,30,0.95,2016-10-27 08:36:56,1,0.5,0.5,lognormal,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d876a6fe1df,0.13,6.4,10793.5,0.336847,  Preset timeout reached,30,30,30,0.95,2016-10-27 08:40:17,1,0.5,0.3,lognormal,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d886a6fe1df,0.13,6.39,11079.2,0.581891,  Preset timeout reached,30,30,30,0.95,2016-10-27 08:45:03,1.5,0.5,0.3,lognormal,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d891c136b14,0.12,3.64,5534.65,9.91909e-08,  target precision reached,30,30,30,0.95,2016-10-27 09:59:27,0.5,0.1,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8b1c136b14,0.14,4.7,10035,1.55949e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:14:43,1.5,0.1,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d831c136b14,0.17,3.21,10024.6,2.51173e-07,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:14:44,0.5,0.1,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d841c136b14,0.15,3.29,10040.8,3.65166e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:14:56,1,0.1,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8a1c136b14,0.16,4.29,10042.9,5.29019e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:15:05,1,0.1,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7e1c136b14,0.15,1.99,10009.8,2.53257e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:15:10,1,0.1,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7d1c136b14,0.14,1.95,10007.9,1.24844e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:15:15,0.5,0.1,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7f1c136b14,0.15,2.31,10035.1,0.00140736,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:15:58,1.5,0.1,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d851c136b14,0.15,3.87,10052.8,0.000190353,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:16:51,1.5,0.1,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8e1c136b14,0.19,5.24,10053.1,0.0946918,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:18:20,1.5,0.5,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d811c136b14,0.11,2.14,10072.8,0.0664524,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:18:32,1,0.5,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d821c136b14,0.14,2.55,10024.5,0.227053,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:18:57,1.5,0.5,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d801c136b14,0.11,2.13,10082.5,0.0464885,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:20:57,0.5,0.5,0.1,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8c1c136b14,0.12,4.04,10053.7,0.0350276,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:21:03,0.5,0.5,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d861c136b14,0.11,3.24,10047.9,0.0488994,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:22:41,0.5,0.5,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d1c136b14,0.15,4.71,10103.4,0.0723819,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:25:17,1,0.5,0.5,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d871c136b14,0.15,3.75,10125.3,0.143466,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:29:00,1,0.5,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d881c136b14,0.18,4.48,10099.9,0.302228,  Preset timeout reached,30,30,30,0.95,2016-10-27 11:33:20,1.5,0.5,0.3,uniform,ricker,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d897c90b237,0.13,6.2,10072.7,0.000674893,  Preset timeout reached,30,30,30,0.95,2016-10-27 12:47:19,0.5,0.1,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d837c90b237,0.17,5.45,10057,5.90401e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:02:22,0.5,0.1,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7e7c90b237,0.15,3.15,10032.7,0.00232182,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:02:25,1,0.1,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7d7c90b237,0.15,2.96,10043.5,0.000771373,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:02:40,0.5,0.1,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d847c90b237,0.19,5.56,10078.9,0.000197405,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:02:56,1,0.1,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8a7c90b237,0.14,5.95,10104.7,0.000110554,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:03:30,1,0.1,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7f7c90b237,0.17,3.31,10051.1,0.00460349,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:03:31,1.5,0.1,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d857c90b237,0.21,5.88,10060.1,0.00057935,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:04:33,1.5,0.1,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8b7c90b237,0.2,6,10272,1.41815e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:05:56,1.5,0.1,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d817c90b237,0.19,3.41,10150.5,0.115294,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:07:44,1,0.5,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8e7c90b237,0.21,6.98,10277.5,0.0740243,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:09:39,1.5,0.5,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d827c90b237,0.17,3.57,10304.2,0.196956,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:10:43,1.5,0.5,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8c7c90b237,0.21,6.62,10382.8,0.0330723,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:14:07,0.5,0.5,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d807c90b237,0.12,3.1,10392.4,0.0446747,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:14:11,0.5,0.5,0.1,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d867c90b237,0.15,6.04,10350.9,0.0269805,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:15:13,0.5,0.5,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d7c90b237,0.18,6.67,10253,0.0306691,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:16:11,1,0.5,0.5,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d877c90b237,0.14,6.45,10298.9,0.120206,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:20:40,1,0.5,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d887c90b237,0.2,6.62,10661.6,0.220379,  Preset timeout reached,30,30,30,0.95,2016-10-27 14:31:03,1.5,0.5,0.3,lognormal,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d891f98703,0.12,2.8,10071.4,1.67356e-06,  Preset timeout reached,30,30,30,0.95,2016-10-27 15:35:12,0.5,0.1,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7e1f98703,0.15,1.97,10008,2.61974e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:49:14,1,0.1,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d831f98703,0.17,2.78,10019.9,3.64295e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:49:24,0.5,0.1,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7d1f98703,0.15,2.07,10004.8,4.23561e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:49:26,0.5,0.1,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d841f98703,0.14,2.94,10012.1,3.01572e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:49:50,1,0.1,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7f1f98703,0.09,2.18,10007,0.000117361,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:50:19,1.5,0.1,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8a1f98703,0.14,3.22,10069.9,3.404e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:51:22,1,0.1,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d851f98703,0.16,3.07,10047.2,3.01706e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:52:01,1.5,0.1,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8b1f98703,0.17,3.53,10033.6,5.32889e-06,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:53:12,1.5,0.1,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d811f98703,0.15,2.25,10066.7,0.117005,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:55:33,1,0.5,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8e1f98703,0.16,3.91,10091.2,0.0483267,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:57:53,1.5,0.5,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d821f98703,0.15,2.59,10089.9,0.120872,  Preset timeout reached,30,30,30,0.95,2016-10-27 16:58:56,1.5,0.5,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8c1f98703,0.16,3.2,10043.3,0.0119133,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:01:33,0.5,0.5,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d801f98703,0.14,2.85,10043.1,0.0594553,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:01:36,0.5,0.5,0.1,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d861f98703,0.18,2.94,10036.9,0.0284785,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:02:32,0.5,0.5,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d1f98703,0.16,3.42,10075.2,0.0347156,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:04:11,1,0.5,0.5,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d871f98703,0.14,3.12,10142.4,0.075212,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:09:47,1,0.5,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d881f98703,0.17,3.33,10076,0.144349,  Preset timeout reached,30,30,30,0.95,2016-10-27 17:19:03,1.5,0.5,0.3,uniform,allen,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8974e760d7,0.13,5.35,10005.8,4.13652e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 18:22:00,0.5,0.1,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8947401d01,0.1,3.49,2081.02,9.93512e-08,  target precision reached,30,30,30,0.95,2016-10-27 18:56:41,0.5,0.1,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8374e760d7,0.18,5.24,10010.6,4.68056e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:36:15,0.5,0.1,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7d74e760d7,0.19,2.91,10030.5,0.000570132,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:36:39,0.5,0.1,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8474e760d7,0.18,5.26,10014.1,0.000163078,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:36:43,1,0.1,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7e74e760d7,0.19,3.14,10076,0.00123548,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:37:11,1,0.1,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7f74e760d7,0.18,3.5,10044.7,0.0018541,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:37:45,1.5,0.1,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8a74e760d7,0.2,5.64,10011.2,7.50889e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:38:12,1,0.1,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8574e760d7,0.19,5.53,10039.7,0.0003006,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:39:19,1.5,0.1,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8b74e760d7,0.18,5.73,10051.5,3.17088e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:40:41,1.5,0.1,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8347401d01,0.16,2.95,267.91,9.91241e-08,  target precision reached,30,30,30,0.95,2016-10-27 19:40:44,0.5,0.1,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8174e760d7,0.17,3.36,10272.7,0.0832854,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:46:44,1,0.5,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8074e760d7,0.14,3.13,10126.2,0.04235,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:50:21,0.5,0.5,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8e74e760d7,0.2,6.93,10357.3,0.165319,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:50:29,1.5,0.5,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8274e760d7,0.13,3.55,10296.6,0.127001,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:50:31,1.5,0.5,0.1,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d74e760d7,0.2,6.72,10380.2,0.118058,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:57:09,1,0.5,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8c74e760d7,0.22,6.36,10541.2,0.0517109,  Preset timeout reached,30,30,30,0.95,2016-10-27 19:57:12,0.5,0.5,0.5,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8774e760d7,0.13,6.15,10484.6,0.142737,  Preset timeout reached,30,30,30,0.95,2016-10-27 20:04:29,1,0.5,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8447401d01,0.12,3.13,1689.78,9.97585e-08,  target precision reached,30,30,30,0.95,2016-10-27 20:04:54,1,0.1,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8674e760d7,0.15,6.15,11057.3,0.0711317,  Preset timeout reached,30,30,30,0.95,2016-10-27 20:06:48,0.5,0.5,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8874e760d7,0.2,6.43,10683.5,0.219159,  Preset timeout reached,30,30,30,0.95,2016-10-27 20:17:04,1.5,0.5,0.3,lognormal,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8547401d01,0.16,2.99,2513.28,9.95972e-08,  target precision reached,30,30,30,0.95,2016-10-27 20:21:13,1.5,0.1,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8a47401d01,0.14,3.93,5357.78,9.99913e-08,  target precision reached,30,30,30,0.95,2016-10-27 21:07:29,1,0.1,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7d47401d01,0.13,1.98,10007,3.31293e-06,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:23:24,0.5,0.1,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7db778a3e,0.18,0.02,0.02,0,  target precision reached,30,30,30,0.95,2016-10-27 22:23:26,1,0.5,0.1,lognormal,ricker,0.75,NA,1e-07,20000,5000,1,1,1,0,0,0,linear,0.01
4d7e47401d01,0.15,2.01,10011.8,2.51652e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:24:00,1,0.1,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7f47401d01,0.09,2,10010.9,2.09695e-05,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:24:33,1.5,0.1,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8b47401d01,0.15,3.97,10041.1,1.22225e-07,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:28:00,1.5,0.1,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8147401d01,0.16,2.16,10046.8,0.101059,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:34:10,1,0.5,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8047401d01,0.17,2.01,10026.3,0.0858943,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:37:26,0.5,0.5,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8e47401d01,0.18,4.23,10050.8,0.0406577,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:37:58,1.5,0.5,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8247401d01,0.14,2.19,10075.8,0.0727492,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:38:26,1.5,0.5,0.1,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8c47401d01,0.2,3.88,10025.5,0.022676,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:44:16,0.5,0.5,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8d47401d01,0.17,4.06,10033.7,0.0199901,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:44:21,1,0.5,0.5,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8747401d01,0.14,3.27,10030.7,0.0537964,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:51:37,1,0.5,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8647401d01,0.13,3.76,10039.8,0.0360409,  Preset timeout reached,30,30,30,0.95,2016-10-27 22:54:05,0.5,0.5,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8847401d01,0.1,3.29,10039.2,0.0693843,  Preset timeout reached,30,30,30,0.95,2016-10-27 23:04:21,1.5,0.5,0.3,uniform,bh,0.75,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7eb778a3e,0.17,3.98,20127.9,0.189799,  Preset timeout reached,30,30,30,0.95,2016-10-28 03:59:25,1,0.5,0.1,lognormal,ricker,0.75,NA,1e-07,20000,5000,1,1,1,0,0,0,quadaratic,0.01
