id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,sigma_g,noise,model,K,C,precision,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action,cost,beta
4dd4fe4ce9d,4.22,301.31,10625.2,0.0447258,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:20:08,0.5,0.5,0.1,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d94fe4ce9d,4.84,1973.55,10518.9,0.516908,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:20:49,1.5,0.5,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df4fe4ce9d,4.12,379.15,10648.6,0.315457,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:21:11,1.5,0.5,0.1,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d54fe4ce9d,4.68,1651.08,10635.6,0.0173408,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:22:15,1,0.1,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d84fe4ce9d,5,1943.39,11499.1,0.38008,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:24:11,1,0.5,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da4fe4ce9d,3.55,273.41,10361,0.00435259,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:25:13,0.5,0.1,0.1,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de4fe4ce9d,4.06,324.3,11146.9,0.12059,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:30:04,1,0.5,0.1,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d74fe4ce9d,4.84,1832.46,11215.3,0.251022,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:37:03,0.5,0.5,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d44fe4ce9d,4.8,1527.73,12182.2,0.00255162,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:37:55,0.5,0.1,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d64fe4ce9d,4.59,1701.28,11828.9,0.00827645,  Preset timeout reached,100,100,100,0.95,2016-10-11 05:54:10,1.5,0.1,0.5,lognormal,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db78a61223,4.37,952.8,11236.9,0.00122703,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:14:24,1,0.1,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df78a61223,4.62,1344.76,10459.7,0.657356,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:23:11,1.5,0.5,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc78a61223,4.34,1167.39,11421.7,0.00592042,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:28:50,1.5,0.1,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d578a61223,3.82,618.72,10787.4,0.00153666,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:29:51,1,0.1,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd78a61223,4.52,897.15,11367.3,0.0359936,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:37:19,0.5,0.5,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da78a61223,4.23,814.85,11118,0.000469575,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:38:19,0.5,0.1,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d878a61223,4.33,705.84,11367.4,0.151979,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:41:22,1,0.5,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d978a61223,4.44,897.23,11700.9,0.465776,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:43:44,1.5,0.5,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d478a61223,4.17,575.66,10751.6,0.000978962,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:44:32,0.5,0.1,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d778a61223,4.35,618.68,11097.1,0.0519177,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:48:46,0.5,0.5,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de78a61223,4.2,1044.02,11606.2,0.0993213,  Preset timeout reached,100,100,100,0.95,2016-10-11 08:50:55,1,0.5,0.5,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d678a61223,4.34,811.93,11144.9,0.00683762,  Preset timeout reached,100,100,100,0.95,2016-10-11 09:07:39,1.5,0.1,0.3,uniform,ricker,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc54af9f12,4.58,1283.85,10055.1,0.00959819,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:24:25,1.5,0.1,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df54af9f12,4.87,1517.34,10594.7,0.246579,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:27:26,1.5,0.5,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d854af9f12,4.32,632.03,10245.1,0.15591,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:39:43,1,0.5,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd54af9f12,4.91,1344.71,10784.8,0.0373034,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:44:33,0.5,0.5,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d554af9f12,4.35,591.81,11352.3,0.00532557,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:46:43,1,0.1,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db54af9f12,4.55,1287.16,12358.5,0.00358698,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:48:00,1,0.1,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de54af9f12,4.72,1449.95,10308.7,0.158643,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:50:08,1,0.5,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d754af9f12,4.28,576.47,10519.4,0.0679884,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:51:39,0.5,0.5,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d954af9f12,4.44,664.19,11180.6,0.243886,  Preset timeout reached,100,100,100,0.95,2016-10-11 11:57:40,1.5,0.5,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d454af9f12,4.41,546.3,11367.3,0.00209184,  Preset timeout reached,100,100,100,0.95,2016-10-11 12:01:31,0.5,0.1,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da54af9f12,4.85,1295.17,11941,0.00101063,  Preset timeout reached,100,100,100,0.95,2016-10-11 12:04:59,0.5,0.1,0.3,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d654af9f12,4.44,623.79,11669.1,0.00999899,  Preset timeout reached,100,100,100,0.95,2016-10-11 12:29:50,1.5,0.1,0.1,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc3762231,3.99,293.51,10439.1,0.00711644,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:26:34,1.5,0.1,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df3762231,4.29,310.34,10918.6,0.192961,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:37:12,1.5,0.5,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d83762231,4.99,1768.95,10287.5,0.0591763,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:38:56,1,0.5,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db3762231,4.01,290.42,10382.2,0.0058053,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:48:34,1,0.1,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd3762231,4.22,286.54,10779.6,0.0348697,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:51:46,0.5,0.5,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de3762231,3.93,293.75,10506.7,0.100057,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:52:50,1,0.5,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d43762231,4.66,1667.34,10060,0.00248125,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:56:47,0.5,0.1,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d73762231,4.97,1727.77,10776.5,0.0381697,  Preset timeout reached,100,100,100,0.95,2016-10-11 14:58:57,0.5,0.5,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da3762231,4.01,267.77,10435.3,0.00397389,  Preset timeout reached,100,100,100,0.95,2016-10-11 15:06:32,0.5,0.1,0.1,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d93762231,4.92,1852.22,10937,0.130772,  Preset timeout reached,100,100,100,0.95,2016-10-11 15:07:28,1.5,0.5,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d53762231,4.68,1541.43,12020.2,0.00142752,  Preset timeout reached,100,100,100,0.95,2016-10-11 15:14:41,1,0.1,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d63762231,4.77,1581.58,11990.8,0.00141456,  Preset timeout reached,100,100,100,0.95,2016-10-11 15:57:22,1.5,0.1,0.5,lognormal,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc5459ee17,4.31,803.96,11137.5,0.00187695,  Preset timeout reached,100,100,100,0.95,2016-10-11 17:40:18,1.5,0.1,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd5459ee17,5.21,494.69,10310.7,0.0121528,  Preset timeout reached,100,100,100,0.95,2016-10-11 17:51:07,0.5,0.5,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df5459ee17,4.48,879.17,11298.3,0.0999491,  Preset timeout reached,100,100,100,0.95,2016-10-11 17:53:12,1.5,0.5,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d85459ee17,4.31,608.64,11581.1,0.0879931,  Preset timeout reached,100,100,100,0.95,2016-10-11 17:59:40,1,0.5,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d45459ee17,4.11,499.6,10572,0.00060771,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:00:32,0.5,0.1,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db5459ee17,4.38,714.64,11159,0.00120664,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:02:07,1,0.1,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de5459ee17,4.28,735.98,11407.8,0.0745803,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:10:51,1,0.5,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da5459ee17,4.33,491.56,10783.9,0.000334391,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:13:55,0.5,0.1,0.5,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d75459ee17,4.31,534.07,11414.7,0.0291457,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:16:49,0.5,0.5,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d95459ee17,4.37,629.53,10967.2,0.157546,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:17:49,1.5,0.5,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d55459ee17,4.16,553.11,10651.1,0.00109215,  Preset timeout reached,100,100,100,0.95,2016-10-11 18:19:44,1,0.1,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d65459ee17,4.31,573,10762.1,0.00208971,  Preset timeout reached,100,100,100,0.95,2016-10-11 19:04:24,1.5,0.1,0.3,uniform,allen,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db1683f1e5,4.57,1286.31,10090.9,0.00218942,  Preset timeout reached,100,100,100,0.95,2016-10-11 20:57:43,1,0.1,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd1683f1e5,4.86,1389.68,10942.1,0.224329,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:01:01,0.5,0.5,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d41683f1e5,4.37,555.81,10798.7,0.00143505,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:08:00,0.5,0.1,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc1683f1e5,4.67,1345.48,12017.5,0.00244562,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:08:40,1.5,0.1,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d91683f1e5,4.28,658.77,10535.3,0.193589,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:20:12,1.5,0.5,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d71683f1e5,4.51,601.46,10752.6,0.0648093,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:23:30,0.5,0.5,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d81683f1e5,4.47,660.51,11882.5,0.131322,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:25:15,1,0.5,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df1683f1e5,4.83,1567.77,12549.5,0.493144,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:30:02,1.5,0.5,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d51683f1e5,4.33,602.45,11095.3,0.00318463,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:32:03,1,0.1,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de1683f1e5,4.67,1484.86,11684.5,0.389099,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:33:06,1,0.5,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da1683f1e5,4.58,1201.46,11970,0.000573775,  Preset timeout reached,100,100,100,0.95,2016-10-11 21:40:56,0.5,0.1,0.3,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d61683f1e5,4.63,629.67,11051.4,0.00469007,  Preset timeout reached,100,100,100,0.95,2016-10-11 22:16:23,1.5,0.1,0.1,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db5785a257,4.07,299.4,10348.6,0.00478583,  Preset timeout reached,100,100,100,0.95,2016-10-11 23:58:02,1,0.1,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dd5785a257,4.29,308.16,10507.4,0.0344136,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:03:53,0.5,0.5,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d45785a257,4.78,1466.62,10198.8,0.00096023,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:05:44,0.5,0.1,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc5785a257,3.85,292.49,10429.9,0.00283224,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:10:19,1.5,0.1,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d85785a257,5.02,1881.24,10461.3,0.378078,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:27:11,1,0.5,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d55785a257,4.74,1551.87,10267.7,0.00408794,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:30:44,1,0.1,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d95785a257,5.28,1793.25,10992.1,0.384022,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:31:15,1.5,0.5,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df5785a257,3.96,309.2,10845.2,0.0597883,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:38:19,1.5,0.5,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de5785a257,4.12,320.98,10733.1,0.0556508,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:39:49,1,0.5,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da5785a257,4.03,290.72,10362.9,0.00396638,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:41:03,0.5,0.1,0.1,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d75785a257,4.79,1769.44,12336.7,0.193241,  Preset timeout reached,100,100,100,0.95,2016-10-12 00:56:49,0.5,0.5,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d65785a257,4.79,1613.73,10374.6,0.00672194,  Preset timeout reached,100,100,100,0.95,2016-10-12 01:17:00,1.5,0.1,0.5,lognormal,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4db144f8be5,4.35,856,10944.7,0.000548565,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:08:05,1,0.1,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d4144f8be5,4.2,521.01,10561.4,0.000153829,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:09:28,0.5,0.1,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d472f28ce1,4.77,3.34,3.43,0,  target precision reached,100,100,100,0.95,2016-10-12 03:17:07,1,0.5,0.1,lognormal,ricker,0.66,NA,1e-07,20000,5000,1,1,1,0,0,0,linear,0.01
4dd144f8be5,4.59,816.81,11215.4,0.0197727,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:18:27,0.5,0.5,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4dc144f8be5,4.3,899.22,11084.4,0.000715711,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:22:37,1.5,0.1,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d5144f8be5,4.2,593.73,10743.9,0.0009352,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:37:23,1,0.1,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d9144f8be5,4.19,647.24,11033.7,0.0897226,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:42:46,1.5,0.5,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d8144f8be5,4.39,643.91,11348.2,0.0633595,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:43:53,1,0.5,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4da144f8be5,4.29,732.5,10896.2,7.15954e-05,  Preset timeout reached,100,100,100,0.95,2016-10-12 03:50:20,0.5,0.1,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4df144f8be5,4.53,992.52,11672.5,0.0583145,  Preset timeout reached,100,100,100,0.95,2016-10-12 04:00:26,1.5,0.5,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4de144f8be5,4.5,929.92,11679.6,0.0439426,  Preset timeout reached,100,100,100,0.95,2016-10-12 04:02:20,1,0.5,0.5,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d7144f8be5,4.25,582.05,10811,0.029711,  Preset timeout reached,100,100,100,0.95,2016-10-12 04:04:31,0.5,0.5,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d6144f8be5,4.28,634.19,10708.5,0.00130285,  Preset timeout reached,100,100,100,0.95,2016-10-12 04:23:07,1.5,0.1,0.3,uniform,bh,0.66,0.1,1e-07,10000,2000,1,1,1,0,0,0,none,0
4d572f28ce1,4.49,690.42,21516,0.262259,  Preset timeout reached,100,100,100,0.95,2016-10-12 09:43:31,1,0.5,0.1,lognormal,ricker,0.66,NA,1e-07,20000,5000,1,1,1,0,0,0,quadaratic,0.01
